UNIPROT	KEGGID	ID	SYMBOL	GENE_DESCRIPTION
P55735	hsa:6396	6396	SEC13	" SEC13 homolog, nuclear pore and COPII coat complex component"
P55769	hsa:4809	4809	SNU13	 small nuclear ribonucleoprotein 13
P55786	hsa:9520	9520	NPEPPS	 aminopeptidase puromycin sensitive
P55789	hsa:2671	2671	GFER	" growth factor, augmenter of liver regeneration"
P55795	hsa:3188	3188	HNRNPH2	 heterogeneous nuclear ribonucleoprotein H2
P55809	hsa:5019	5019	OXCT1	 3-oxoacid CoA-transferase 1
P55854	hsa:6612	6612	SUMO3	 small ubiquitin-like modifier 3
P55884	hsa:8662	8662	EIF3B	 eukaryotic translation initiation factor 3 subunit B
P55957	hsa:637	637	BID	 BH3 interacting domain death agonist
P56134	hsa:9551	9551	ATP5J2	" ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2"
P56180	hsa:7179	7179	TPTE	 transmembrane phosphatase with tensin homology
P56182	hsa:8568	8568	RRP1	 ribosomal RNA processing 1
P56192	hsa:4141	4141	MARS	 methionyl-tRNA synthetase
P56199	hsa:3672	3672	ITGA1	 integrin subunit alpha 1
P56211	hsa:10776	10776	ARPP19	 cAMP regulated phosphoprotein 19
P56282	hsa:5427	5427	POLE2	" DNA polymerase epsilon 2, accessory subunit"
P56377	hsa:8905	8905	AP1S2	 adaptor related protein complex 1 sigma 2 subunit
P56385	hsa:521	521	ATP5I	" ATP synthase, H+ transporting, mitochondrial Fo complex subunit E"
P56537	hsa:3692	3692	EIF6	 eukaryotic translation initiation factor 6
P56545	hsa:1488	1488	CTBP2	 C-terminal binding protein 2
P56556	hsa:4700	4700	NDUFA6	 NADH:ubiquinone oxidoreductase subunit A6
P56557	hsa:757	757	TMEM50B	 transmembrane protein 50B
P56589	hsa:8504	8504	PEX3	 peroxisomal biogenesis factor 3
P56937	hsa:51478	51478	HSD17B7	 hydroxysteroid 17-beta dehydrogenase 7
P56945	hsa:9564	9564	BCAR1	" BCAR1, Cas family scaffolding protein"
P56962	hsa:55014	55014	STX17	 syntaxin 17
P57060	hsa:10069	10069	RWDD2B	 RWD domain containing 2B
P57075	hsa:53347	53347	UBASH3A	 ubiquitin associated and SH3 domain containing A
P57076	hsa:56683	56683	C21orf59	 chromosome 21 open reading frame 59
P57077	hsa:56911	56911	MAP3K7CL	 MAP3K7 C-terminal like
P57081	hsa:10785	10785	WDR4	 WD repeat domain 4
P57088	hsa:55161	55161	TMEM33	 transmembrane protein 33
P57105	hsa:55333	55333	SYNJ2BP	 synaptojanin 2 binding protein
P57678	hsa:50628	50628	GEMIN4	 gem nuclear organelle associated protein 4
P57721	hsa:54039	54039	PCBP3	 poly(rC) binding protein 3
P57723	hsa:57060	57060	PCBP4	 poly(rC) binding protein 4
P57729	hsa:23682	23682	RAB38	" RAB38, member RAS oncogene family"
P57737	hsa:79585	79585	CORO7	 coronin 7
P57740	hsa:57122	57122	NUP107	 nucleoporin 107
P57764	hsa:79792	79792	GSDMD	 gasdermin D
P57772	hsa:60678	60678	EEFSEC	" eukaryotic elongation factor, selenocysteine-tRNA specific"
P58004	hsa:83667	83667	SESN2	 sestrin 2
P58005	hsa:143686	143686	SESN3	 sestrin 3
P58107	hsa:83481	83481	EPPK1	 epiplakin 1
P58397	hsa:81792	81792	ADAMTS12	 ADAM metallopeptidase with thrombospondin type 1 motif 12
P58546	hsa:136319	136319	MTPN	 myotrophin
P58557	hsa:54059	54059	YBEY	 ybeY metallopeptidase (putative)
P59190	hsa:376267	376267	RAB15	" RAB15, member RAS oncogene family"
P59998	hsa:10093	10093	ARPC4	 actin related protein 2/3 complex subunit 4
P60002	hsa:84337	84337	ELOF1	 elongation factor 1 homolog
P60006	hsa:25906	25906	ANAPC15	 anaphase promoting complex subunit 15
P60033	hsa:975	975	CD81	 CD81 molecule
P60059	hsa:23480	23480	SEC61G	 Sec61 translocon gamma subunit
P60174	hsa:7167	7167	TPI1	 triosephosphate isomerase 1
P60228	hsa:3646	3646	EIF3E	 eukaryotic translation initiation factor 3 subunit E
P60468	hsa:10952	10952	SEC61B	 Sec61 translocon beta subunit
P60484	hsa:5728	5728	PTEN	 phosphatase and tensin homolog
P60510	hsa:5531	5531	PPP4C	 protein phosphatase 4 catalytic subunit
P60520	hsa:11345	11345	GABARAPL2	 GABA type A receptor associated protein like 2
P60602	hsa:140823	140823	ROMO1	 reactive oxygen species modulator 1
P60604	hsa:7327	7327	UBE2G2	 ubiquitin conjugating enzyme E2 G2
P60660	hsa:4637	4637	MYL6	 myosin light chain 6
P60842	hsa:1973	1973	EIF4A1	 eukaryotic translation initiation factor 4A1
P60866	hsa:6224	6224	RPS20	 ribosomal protein S20
P60891	hsa:5631	5631	PRPS1	 phosphoribosyl pyrophosphate synthetase 1
P60900	hsa:5687	5687	PSMA6	 proteasome subunit alpha 6
P60903	hsa:6281	6281	S100A10	 S100 calcium binding protein A10
P60953	hsa:998	998	CDC42	 cell division cycle 42
P60981	hsa:11034	11034	DSTN	" destrin, actin depolymerizing factor"
P60983	hsa:2764	2764	GMFB	 glia maturation factor beta
P61006	hsa:4218	4218	RAB8A	" RAB8A, member RAS oncogene family"
P61009	hsa:60559	60559	SPCS3	 signal peptidase complex subunit 3
P61011	hsa:6729	6729	SRP54	 signal recognition particle 54
P61018	hsa:53916	53916	RAB4B	" RAB4B, member RAS oncogene family"
P61019	hsa:5862	5862	RAB2A	" RAB2A, member RAS oncogene family"
P61020	hsa:5869	5869	RAB5B	" RAB5B, member RAS oncogene family"
P61024	hsa:1163	1163	CKS1B	 CDC28 protein kinase regulatory subunit 1B
P61026	hsa:10890	10890	RAB10	" RAB10, member RAS oncogene family"
P61077	hsa:7323	7323	UBE2D3	 ubiquitin conjugating enzyme E2 D3
P61081	hsa:9040	9040	UBE2M	 ubiquitin conjugating enzyme E2 M
P61086	hsa:3093	3093	UBE2K	 ubiquitin conjugating enzyme E2 K
P61088	hsa:7334	7334	UBE2N	 ubiquitin conjugating enzyme E2 N
P61106	hsa:51552	51552	RAB14	" RAB14, member RAS oncogene family"
P61158	hsa:10096	10096	ACTR3	 ARP3 actin related protein 3 homolog
P61160	hsa:10097	10097	ACTR2	 ARP2 actin related protein 2 homolog
P61163	hsa:10121	10121	ACTR1A	 ARP1 actin related protein 1 homolog A
P61165	hsa:746	746	TMEM258	 transmembrane protein 258
P61201	hsa:9318	9318	COPS2	 COP9 signalosome subunit 2
P61218	hsa:5435	5435	POLR2F	 RNA polymerase II subunit F
P61221	hsa:6059	6059	ABCE1	 ATP binding cassette subfamily E member 1
P61224	hsa:5908	5908	RAP1B	" RAP1B, member of RAS oncogene family"
P61225	hsa:5912	5912	RAP2B	" RAP2B, member of RAS oncogene family"
P61244	hsa:4149	4149	MAX	 MYC associated factor X
P61247	hsa:6189	6189	RPS3A	 ribosomal protein S3A
P61254	hsa:6154	6154	RPL26	 ribosomal protein L26
P61266	hsa:112755	112755	STX1B	 syntaxin 1B
P61289	hsa:10197	10197	PSME3	 proteasome activator subunit 3
P61313	hsa:6138	6138	RPL15	 ribosomal protein L15
P61326	hsa:4116	4116	MAGOH	" mago homolog, exon junction complex core component"
P61353	hsa:6155	6155	RPL27	 ribosomal protein L27
P61421	hsa:9114	9114	ATP6V0D1	 ATPase H+ transporting V0 subunit d1
P61457	hsa:5092	5092	PCBD1	 pterin-4 alpha-carbinolamine dehydratase 1
P61513	hsa:6168	6168	RPL37A	 ribosomal protein L37a
P61586	hsa:387	387	RHOA	 ras homolog family member A
P61599	hsa:51126	51126	NAA20	" N(alpha)-acetyltransferase 20, NatB catalytic subunit"
P61604	hsa:3336	3336	HSPE1	 heat shock protein family E (Hsp10) member 1
P61619	hsa:29927	29927	SEC61A1	 Sec61 translocon alpha 1 subunit
P61758	hsa:7411	7411	VBP1	 VHL binding protein 1
P61764	hsa:6812	6812	STXBP1	 syntaxin binding protein 1
P61769	hsa:567	567	B2M	 beta-2-microglobulin
P61803	hsa:1603	1603	DAD1	 defender against cell death 1
P61812	hsa:7042	7042	TGFB2	 transforming growth factor beta 2
P61916	hsa:10577	10577	NPC2	 NPC intracellular cholesterol transporter 2
P61923	hsa:22818	22818	COPZ1	 coatomer protein complex subunit zeta 1
P61927	hsa:6167	6167	RPL37	 ribosomal protein L37
P61956	hsa:6613	6613	SUMO2	 small ubiquitin-like modifier 2
P61960	hsa:51569	51569	UFM1	 ubiquitin fold modifier 1
P61962	hsa:10238	10238	DCAF7	 DDB1 and CUL4 associated factor 7
P61964	hsa:11091	11091	WDR5	 WD repeat domain 5
P61966	hsa:1174	1174	AP1S1	 adaptor related protein complex 1 sigma 1 subunit
P61970	hsa:10204	10204	NUTF2	 nuclear transport factor 2
P61978	hsa:3190	3190	HNRNPK	 heterogeneous nuclear ribonucleoprotein K
P61981	hsa:7532	7532	YWHAG	 tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
P62070	hsa:22800	22800	RRAS2	 related RAS viral (r-ras) oncogene homolog 2
P62072	hsa:26519	26519	TIMM10	 translocase of inner mitochondrial membrane 10
P62081	hsa:6201	6201	RPS7	 ribosomal protein S7
P62136	hsa:5499	5499	PPP1CA	 protein phosphatase 1 catalytic subunit alpha
P62140	hsa:5500	5500	PPP1CB	 protein phosphatase 1 catalytic subunit beta
P62166	hsa:23413	23413	NCS1	 neuronal calcium sensor 1
P62191	hsa:5700	5700	PSMC1	" proteasome 26S subunit, ATPase 1"
P62195	hsa:5705	5705	PSMC5	" proteasome 26S subunit, ATPase 5"
P62241	hsa:6202	6202	RPS8	 ribosomal protein S8
P62244	hsa:6210	6210	RPS15A	 ribosomal protein S15a
P62249	hsa:6217	6217	RPS16	 ribosomal protein S16
P62253	hsa:7326	7326	UBE2G1	 ubiquitin conjugating enzyme E2 G1
P62256	hsa:7328	7328	UBE2H	 ubiquitin conjugating enzyme E2 H
P62258	hsa:7531	7531	YWHAE	 tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
P62263	hsa:6208	6208	RPS14	 ribosomal protein S14
P62266	hsa:6228	6228	RPS23	 ribosomal protein S23
P62269	hsa:6222	6222	RPS18	 ribosomal protein S18
P62273	hsa:6235	6235	RPS29	 ribosomal protein S29
P62277	hsa:6207	6207	RPS13	 ribosomal protein S13
P62280	hsa:6205	6205	RPS11	 ribosomal protein S11
P62304	hsa:6635	6635	SNRPE	 small nuclear ribonucleoprotein polypeptide E
P62306	hsa:6636	6636	SNRPF	 small nuclear ribonucleoprotein polypeptide F
P62310	hsa:27258	27258	LSM3	" LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
P62312	hsa:11157	11157	LSM6	" LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
P62314	hsa:6632	6632	SNRPD1	 small nuclear ribonucleoprotein D1 polypeptide
P62316	hsa:6633	6633	SNRPD2	 small nuclear ribonucleoprotein D2 polypeptide
P62318	hsa:6634	6634	SNRPD3	 small nuclear ribonucleoprotein D3 polypeptide
P62328	hsa:7114	7114	TMSB4X	" thymosin beta 4, X-linked"
P62330	hsa:382	382	ARF6	 ADP ribosylation factor 6
P62333	hsa:5706	5706	PSMC6	" proteasome 26S subunit, ATPase 6"
P62341	hsa:51714	51714	SELENOT	 selenoprotein T
P62380	hsa:9519	9519	TBPL1	 TATA-box binding protein like 1
P62424	hsa:6130	6130	RPL7A	 ribosomal protein L7a
P62487	hsa:5436	5436	POLR2G	 RNA polymerase II subunit G
P62495	hsa:2107	2107	ETF1	 eukaryotic translation termination factor 1
P62633	hsa:7555	7555	CNBP	 CCHC-type zinc finger nucleic acid binding protein
P62699	hsa:51646	51646	YPEL5	 yippee like 5
P62701	hsa:6191	6191	RPS4X	" ribosomal protein S4, X-linked"
P62714	hsa:5516	5516	PPP2CB	 protein phosphatase 2 catalytic subunit beta
P62745	hsa:388	388	RHOB	 ras homolog family member B
P62750	hsa:6147	6147	RPL23A	 ribosomal protein L23a
P62753	hsa:6194	6194	RPS6	 ribosomal protein S6
P62805	hsa:8370	8370	HIST2H4A	 histone cluster 2 H4 family member a
P62820	hsa:5861	5861	RAB1A	" RAB1A, member RAS oncogene family"
P62826	hsa:5901	5901	RAN	" RAN, member RAS oncogene family"
P62829	hsa:9349	9349	RPL23	 ribosomal protein L23
P62834	hsa:5906	5906	RAP1A	" RAP1A, member of RAS oncogene family"
P62841	hsa:6209	6209	RPS15	 ribosomal protein S15
P62847	hsa:6229	6229	RPS24	 ribosomal protein S24
P62851	hsa:6230	6230	RPS25	 ribosomal protein S25
P62854	hsa:6231	6231	RPS26	 ribosomal protein S26
P62857	hsa:6234	6234	RPS28	 ribosomal protein S28
P62873	hsa:2782	2782	GNB1	 G protein subunit beta 1
P62875	hsa:5441	5441	POLR2L	 RNA polymerase II subunit L
P62877	hsa:9978	9978	RBX1	 ring-box 1
P62879	hsa:2783	2783	GNB2	 G protein subunit beta 2
P62888	hsa:6156	6156	RPL30	 ribosomal protein L30
P62899	hsa:6160	6160	RPL31	 ribosomal protein L31
P62906	hsa:4736	4736	RPL10A	 ribosomal protein L10a
P62910	hsa:6161	6161	RPL32	 ribosomal protein L32
P62913	hsa:6135	6135	RPL11	 ribosomal protein L11
P62917	hsa:6132	6132	RPL8	 ribosomal protein L8
P62937	hsa:5478	5478	PPIA	 peptidylprolyl isomerase A
P62942	hsa:2280	2280	FKBP1A	 FK506 binding protein 1A
P62979	hsa:6233	6233	RPS27A	 ribosomal protein S27a
P62987	hsa:7311	7311	UBA52	 ubiquitin A-52 residue ribosomal protein fusion product 1
P62993	hsa:2885	2885	GRB2	 growth factor receptor bound protein 2
P62995	hsa:6434	6434	TRA2B	 transformer 2 beta homolog
P63000	hsa:5879	5879	RAC1	" ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
P63010	hsa:163	163	AP2B1	 adaptor related protein complex 2 beta 1 subunit
P63027	hsa:6844	6844	VAMP2	 vesicle associated membrane protein 2
P63096	hsa:2770	2770	GNAI1	 G protein subunit alpha i1
P63098	hsa:5534	5534	PPP3R1	" protein phosphatase 3 regulatory subunit B, alpha"
P63104	hsa:7534	7534	YWHAZ	 tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
P63146	hsa:7320	7320	UBE2B	 ubiquitin conjugating enzyme E2 B
P63151	hsa:5520	5520	PPP2R2A	 protein phosphatase 2 regulatory subunit Balpha
P63165	hsa:7341	7341	SUMO1	 small ubiquitin-like modifier 1
P63167	hsa:8655	8655	DYNLL1	 dynein light chain LC8-type 1
P63172	hsa:6993	6993	DYNLT1	 dynein light chain Tctex-type 1
P63173	hsa:6169	6169	RPL38	 ribosomal protein L38
P63208	hsa:6500	6500	SKP1	 S-phase kinase associated protein 1
P63218	hsa:2787	2787	GNG5	 G protein subunit gamma 5
P63220	hsa:6227	6227	RPS21	 ribosomal protein S21
P63241	hsa:1984	1984	EIF5A	 eukaryotic translation initiation factor 5A
P63244	hsa:10399	10399	RACK1	 receptor for activated C kinase 1
P63261	hsa:71	71	ACTG1	 actin gamma 1
P63279	hsa:7329	7329	UBE2I	 ubiquitin conjugating enzyme E2 I
P63316	hsa:7134	7134	TNNC1	" troponin C1, slow skeletal and cardiac type"
P67775	hsa:5515	5515	PPP2CA	 protein phosphatase 2 catalytic subunit alpha
P67809	hsa:4904	4904	YBX1	 Y-box binding protein 1
P67812	hsa:23478	23478	SEC11A	" SEC11 homolog A, signal peptidase complex subunit"
P67870	hsa:1460	1460	CSNK2B	 casein kinase 2 beta
P67936	hsa:7171	7171	TPM4	 tropomyosin 4
P68032	hsa:70	70	ACTC1	" actin, alpha, cardiac muscle 1"
P68036	hsa:7332	7332	UBE2L3	 ubiquitin conjugating enzyme E2 L3
P68104	hsa:1915	1915	EEF1A1	 eukaryotic translation elongation factor 1 alpha 1
P68366	hsa:7277	7277	TUBA4A	 tubulin alpha 4a
P68371	hsa:10383	10383	TUBB4B	 tubulin beta 4B class IVb
P68400	hsa:1457	1457	CSNK2A1	 casein kinase 2 alpha 1
P68402	hsa:5049	5049	PAFAH1B2	 platelet activating factor acetylhydrolase 1b catalytic subunit 2
P68431	hsa:8968	8968	HIST1H3F	 histone cluster 1 H3 family member f
P68543	hsa:165324	165324	UBXN2A	 UBX domain protein 2A
P78310	hsa:1525	1525	CXADR	" CXADR, Ig-like cell adhesion molecule"
P78312	hsa:8603	8603	FAM193A	 family with sequence similarity 193 member A
P78316	hsa:8602	8602	NOP14	 NOP14 nucleolar protein
P78318	hsa:3476	3476	IGBP1	 immunoglobulin binding protein 1
P78324	hsa:140885	140885	SIRPA	 signal regulatory protein alpha
P78330	hsa:5723	5723	PSPH	 phosphoserine phosphatase
P78332	hsa:10180	10180	RBM6	 RNA binding motif protein 6
P78344	hsa:1982	1982	EIF4G2	 eukaryotic translation initiation factor 4 gamma 2
P78345	hsa:10557	10557	RPP38	 ribonuclease P/MRP subunit p38
P78346	hsa:10556	10556	RPP30	 ribonuclease P/MRP subunit p30
P78347	hsa:2969	2969	GTF2I	 general transcription factor IIi
P78356	hsa:8396	8396	PIP4K2B	 phosphatidylinositol-5-phosphate 4-kinase type 2 beta
P78357	hsa:8506	8506	CNTNAP1	 contactin associated protein 1
P78362	hsa:6733	6733	SRPK2	 SRSF protein kinase 2
P78364	hsa:1911	1911	PHC1	 polyhomeotic homolog 1
P78371	hsa:10576	10576	CCT2	 chaperonin containing TCP1 subunit 2
P78381	hsa:7355	7355	SLC35A2	 solute carrier family 35 member A2
P78395	hsa:23532	23532	PRAME	 preferentially expressed antigen in melanoma
P78406	hsa:8480	8480	RAE1	 ribonucleic acid export 1
P78417	hsa:9446	9446	GSTO1	 glutathione S-transferase omega 1
P78504	hsa:182	182	JAG1	 jagged 1
P78509	hsa:5649	5649	RELN	 reelin
P78524	hsa:6764	6764	ST5	 suppression of tumorigenicity 5
P78527	hsa:5591	5591	PRKDC	" protein kinase, DNA-activated, catalytic polypeptide"
P78536	hsa:6868	6868	ADAM17	 ADAM metallopeptidase domain 17
P78537	hsa:2647	2647	BLOC1S1	 biogenesis of lysosomal organelles complex 1 subunit 1
P78540	hsa:384	384	ARG2	 arginase 2
P78549	hsa:4913	4913	NTHL1	 nth like DNA glycosylase 1
P78559	hsa:4130	4130	MAP1A	 microtubule associated protein 1A
P78560	hsa:8738	8738	CRADD	 CASP2 and RIPK1 domain containing adaptor with death domain
P79522	hsa:80742	80742	PRR3	 proline rich 3
P80303	hsa:4925	4925	NUCB2	 nucleobindin 2
P80404	hsa:18	18	ABAT	 4-aminobutyrate aminotransferase
P80723	hsa:10409	10409	BASP1	 brain abundant membrane attached signal protein 1
P81605	hsa:117159	117159	DCD	 dermcidin
P82094	hsa:7110	7110	TMF1	 TATA element modulatory factor 1
P82650	hsa:56945	56945	MRPS22	 mitochondrial ribosomal protein S22
P82663	hsa:64432	64432	MRPS25	 mitochondrial ribosomal protein S25
P82664	hsa:55173	55173	MRPS10	 mitochondrial ribosomal protein S10
P82673	hsa:60488	60488	MRPS35	 mitochondrial ribosomal protein S35
P82675	hsa:64969	64969	MRPS5	 mitochondrial ribosomal protein S5
P82909	hsa:92259	92259	MRPS36	 mitochondrial ribosomal protein S36
P82912	hsa:64963	64963	MRPS11	 mitochondrial ribosomal protein S11
P82914	hsa:64960	64960	MRPS15	 mitochondrial ribosomal protein S15
P82921	hsa:54460	54460	MRPS21	 mitochondrial ribosomal protein S21
P82930	hsa:65993	65993	MRPS34	 mitochondrial ribosomal protein S34
P82932	hsa:64968	64968	MRPS6	 mitochondrial ribosomal protein S6
P82933	hsa:64965	64965	MRPS9	 mitochondrial ribosomal protein S9
P82970	hsa:79366	79366	HMGN5	 high mobility group nucleosome binding domain 5
P82979	hsa:84324	84324	SARNP	 SAP domain containing ribonucleoprotein
P83111	hsa:114294	114294	LACTB	 lactamase beta
P83436	hsa:91949	91949	COG7	 component of oligomeric golgi complex 7
P83731	hsa:6152	6152	RPL24	 ribosomal protein L24
P83876	hsa:10907	10907	TXNL4A	 thioredoxin like 4A
P83881	hsa:6173	6173	RPL36A	 ribosomal protein L36a
P83916	hsa:10951	10951	CBX1	 chromobox 1
P84022	hsa:4088	4088	SMAD3	 SMAD family member 3
P84077	hsa:375	375	ARF1	 ADP ribosylation factor 1
P84085	hsa:381	381	ARF5	 ADP ribosylation factor 5
P84090	hsa:2079	2079	ERH	" ERH, mRNA splicing and mitosis factor"
P84095	hsa:391	391	RHOG	 ras homolog family member G
P84098	hsa:6143	6143	RPL19	 ribosomal protein L19
P84101	hsa:10169	10169	SERF2	 small EDRK-rich factor 2
P84103	hsa:6428	6428	SRSF3	 serine and arginine rich splicing factor 3
P84157	hsa:439921	439921	MXRA7	 matrix remodeling associated 7
P84243	hsa:3021	3021	H3F3B	 H3 histone family member 3B
P85037	hsa:221937	221937	FOXK1	 forkhead box K1
P85298	hsa:23779	23779	ARHGAP8	 Rho GTPase activating protein 8
P86397	hsa:109703458	109703458	HTD2	 hydroxyacyl-thioester dehydratase type 2
P98082	hsa:1601	1601	DAB2	" DAB2, clathrin adaptor protein"
P98155	hsa:7436	7436	VLDLR	 very low density lipoprotein receptor
P98160	hsa:3339	3339	HSPG2	 heparan sulfate proteoglycan 2
P98170	hsa:331	331	XIAP	 X-linked inhibitor of apoptosis
P98174	hsa:2245	2245	FGD1	" FYVE, RhoGEF and PH domain containing 1"
P98175	hsa:8241	8241	RBM10	 RNA binding motif protein 10
P98179	hsa:5935	5935	RBM3	" RNA binding motif (RNP1, RRM) protein 3"
P98194	hsa:27032	27032	ATP2C1	 ATPase secretory pathway Ca2+ transporting 1
P98196	hsa:23250	23250	ATP11A	 ATPase phospholipid transporting 11A
P99999	hsa:54205	54205	CYCS	" cytochrome c, somatic"
Q00013	hsa:4354	4354	MPP1	 membrane palmitoylated protein 1
Q00059	hsa:7019	7019	TFAM	" transcription factor A, mitochondrial"
Q00169	hsa:5306	5306	PITPNA	 phosphatidylinositol transfer protein alpha
Q00325	hsa:5250	5250	SLC25A3	 solute carrier family 25 member 3
Q00341	hsa:3069	3069	HDLBP	 high density lipoprotein binding protein
Q00403	hsa:2959	2959	GTF2B	 general transcription factor IIB
Q00526	hsa:1018	1018	CDK3	 cyclin dependent kinase 3
Q00534	hsa:1021	1021	CDK6	 cyclin dependent kinase 6
Q00535	hsa:1020	1020	CDK5	 cyclin dependent kinase 5
Q00536	hsa:5127	5127	CDK16	 cyclin dependent kinase 16
Q00577	hsa:5813	5813	PURA	 purine rich element binding protein A
Q00587	hsa:11135	11135	CDC42EP1	 CDC42 effector protein 1
Q00610	hsa:1213	1213	CLTC	 clathrin heavy chain
Q00613	hsa:3297	3297	HSF1	 heat shock transcription factor 1
Q00653	hsa:4791	4791	NFKB2	 nuclear factor kappa B subunit 2
Q00688	hsa:2287	2287	FKBP3	 FK506 binding protein 3
Q00765	hsa:7905	7905	REEP5	 receptor accessory protein 5
Q00796	hsa:6652	6652	SORD	 sorbitol dehydrogenase
Q00839	hsa:3192	3192	HNRNPU	 heterogeneous nuclear ribonucleoprotein U
Q00973	hsa:2583	2583	B4GALNT1	" beta-1,4-N-acetyl-galactosaminyltransferase 1"
Q00978	hsa:10379	10379	IRF9	 interferon regulatory factor 9
Q01064	hsa:5153	5153	PDE1B	 phosphodiesterase 1B
Q01081	hsa:7307	7307	U2AF1	 U2 small nuclear RNA auxiliary factor 1
Q01082	hsa:6711	6711	SPTBN1	" spectrin beta, non-erythrocytic 1"
Q01085	hsa:7073	7073	TIAL1	 TIA1 cytotoxic granule associated RNA binding protein like 1
Q01105	hsa:6418	6418	SET	 SET nuclear proto-oncogene
Q01130	hsa:6427	6427	SRSF2	 serine and arginine rich splicing factor 2
Q01167	hsa:3607	3607	FOXK2	 forkhead box K2
Q01196	hsa:861	861	RUNX1	 runt related transcription factor 1
Q01201	hsa:5971	5971	RELB	" RELB proto-oncogene, NF-kB subunit"
Q01415	hsa:2585	2585	GALK2	 galactokinase 2
Q01433	hsa:271	271	AMPD2	 adenosine monophosphate deaminase 2
Q01469	hsa:2171	2171	FABP5	 fatty acid binding protein 5
Q01484	hsa:287	287	ANK2	 ankyrin 2
Q01518	hsa:10487	10487	CAP1	 cyclase associated actin cytoskeleton regulatory protein 1
Q01581	hsa:3157	3157	HMGCS1	 3-hydroxy-3-methylglutaryl-CoA synthase 1
Q01628	hsa:10410	10410	IFITM3	 interferon induced transmembrane protein 3
Q01650	hsa:8140	8140	SLC7A5	 solute carrier family 7 member 5
Q01658	hsa:1810	1810	DR1	 down-regulator of transcription 1
Q01664	hsa:7023	7023	TFAP4	 transcription factor AP-4
Q01780	hsa:5394	5394	EXOSC10	 exosome component 10
Q01804	hsa:54726	54726	OTUD4	 OTU deubiquitinase 4
Q01813	hsa:5214	5214	PFKP	" phosphofructokinase, platelet"
Q01831	hsa:7508	7508	XPC	" XPC complex subunit, DNA damage recognition and repair factor"
Q01844	hsa:2130	2130	EWSR1	 EWS RNA binding protein 1
Q01850	hsa:1039	1039	CDR2	 cerebellar degeneration related protein 2
Q01955	hsa:1285	1285	COL4A3	 collagen type IV alpha 3 chain
Q01968	hsa:4952	4952	OCRL	" OCRL, inositol polyphosphate-5-phosphatase"
Q01970	hsa:5331	5331	PLCB3	 phospholipase C beta 3
Q01974	hsa:4920	4920	ROR2	 receptor tyrosine kinase like orphan receptor 2
Q01995	hsa:6876	6876	TAGLN	 transgelin
Q02040	hsa:8227	8227	AKAP17A	 A-kinase anchoring protein 17A
Q02127	hsa:1723	1723	DHODH	 dihydroorotate dehydrogenase (quinone)
Q02156	hsa:5581	5581	PRKCE	 protein kinase C epsilon
Q02218	hsa:4967	4967	OGDH	 oxoglutarate dehydrogenase
Q02224	hsa:1062	1062	CENPE	 centromere protein E
Q02241	hsa:9493	9493	KIF23	 kinesin family member 23
Q02252	hsa:4329	4329	ALDH6A1	 aldehyde dehydrogenase 6 family member A1
Q02297	hsa:3084	3084	NRG1	 neuregulin 1
Q02338	hsa:622	622	BDH1	 3-hydroxybutyrate dehydrogenase 1
Q02446	hsa:6671	6671	SP4	 Sp4 transcription factor
Q02447	hsa:6670	6670	SP3	 Sp3 transcription factor
Q02487	hsa:1824	1824	DSC2	 desmocollin 2
Q02539	hsa:3024	3024	HIST1H1A	 histone cluster 1 H1 family member a
Q02543	hsa:6142	6142	RPL18A	 ribosomal protein L18a
Q02750	hsa:5604	5604	MAP2K1	 mitogen-activated protein kinase kinase 1
Q02790	hsa:2288	2288	FKBP4	 FK506 binding protein 4
Q02809	hsa:5351	5351	PLOD1	" procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
Q02818	hsa:4924	4924	NUCB1	 nucleobindin 1
Q02833	hsa:8045	8045	RASSF7	 Ras association domain family member 7
Q02878	hsa:6128	6128	RPL6	 ribosomal protein L6
Q02880	hsa:7155	7155	TOP2B	 topoisomerase (DNA) II beta
Q02930	hsa:9586	9586	CREB5	 cAMP responsive element binding protein 5
Q02952	hsa:9590	9590	AKAP12	 A-kinase anchoring protein 12
Q02978	hsa:8402	8402	SLC25A11	 solute carrier family 25 member 11
Q03001	hsa:667	667	DST	 dystonin
Q03013	hsa:2948	2948	GSTM4	 glutathione S-transferase mu 4
Q03111	hsa:4298	4298	MLLT1	" MLLT1, super elongation complex subunit"
Q03113	hsa:2768	2768	GNA12	 G protein subunit alpha 12
Q03135	hsa:857	857	CAV1	 caveolin 1
Q03154	hsa:95	95	ACY1	 aminoacylase 1
Q03164	hsa:4297	4297	KMT2A	 lysine methyltransferase 2A
Q03169	hsa:7127	7127	TNFAIP2	 TNF alpha induced protein 2
Q03188	hsa:1060	1060	CENPC	 centromere protein C
Q03252	hsa:84823	84823	LMNB2	 lamin B2
Q03393	hsa:5805	5805	PTS	 6-pyruvoyltetrahydropterin synthase
